"Date","Price","Open","High","Low","Change %"
"04/11/2022","6.250","6.250","6.250","6.250","0.00%"
"04/08/2022","6.250","6.250","6.250","6.250","0.00%"
"04/07/2022","6.250","6.250","6.250","6.250","0.00%"
"04/06/2022","6.250","6.250","6.250","6.250","1.63%"
"04/05/2022","6.150","6.150","6.150","6.150","0.00%"
"04/04/2022","6.150","6.150","6.150","6.150","0.33%"
"04/01/2022","6.130","6.130","6.130","6.130","-0.16%"
"03/31/2022","6.140","6.140","6.140","6.140","0.33%"
"03/30/2022","6.120","6.120","6.120","6.120","1.32%"
"03/29/2022","6.040","6.040","6.040","6.040","-0.33%"
"03/28/2022","6.060","6.060","6.060","6.060","-0.33%"
"03/25/2022","6.080","6.080","6.080","6.080","-0.16%"
"03/24/2022","6.090","6.090","6.090","6.090","-0.16%"
"03/23/2022","6.100","6.100","6.100","6.100","0.00%"
"03/22/2022","6.100","6.100","6.100","6.100","4.27%"
"03/21/2022","5.850","5.850","5.850","5.850","0.00%"
"03/18/2022","5.850","5.850","5.850","5.850","-0.34%"
"03/17/2022","5.870","5.870","5.870","5.870","1.56%"
"03/11/2022","5.780","5.780","5.780","5.780","0.70%"
"03/10/2022","5.740","5.740","5.740","5.740","-1.03%"
"03/09/2022","5.800","5.800","5.800","5.800","-2.52%"
"03/08/2022","5.950","5.950","5.950","5.950","-1.98%"
"03/07/2022","6.070","6.070","6.070","6.070","11.99%"
"03/04/2022","5.420","5.420","5.420","5.420","-0.91%"
"03/03/2022","5.470","5.470","5.470","5.470","1.11%"
"03/02/2022","5.410","5.410","5.410","5.410","4.04%"
"03/01/2022","5.200","5.200","5.200","5.200","1.36%"
"02/28/2022","5.130","5.130","5.130","5.130","1.99%"
"02/25/2022","5.030","5.030","5.030","5.030","1.41%"
"02/24/2022","4.960","4.960","4.960","4.960","4.42%"
"02/23/2022","4.750","4.750","4.750","4.750","1.06%"
"02/22/2022","4.700","4.700","4.700","4.700","0.00%"
"02/21/2022","4.700","4.700","4.700","4.700","0.00%"
"02/18/2022","4.700","4.700","4.700","4.700","0.00%"
"02/17/2022","4.700","4.700","4.700","4.700","1.51%"
"02/16/2022","4.630","4.630","4.630","4.630","0.00%"
"02/15/2022","4.630","4.630","4.630","4.630","0.87%"
"02/14/2022","4.590","4.590","4.590","4.590","0.66%"
"02/11/2022","4.560","4.560","4.560","4.560","0.22%"
"02/10/2022","4.550","4.550","4.550","4.550","0.00%"
"02/09/2022","4.550","4.550","4.550","4.550","-1.52%"
"02/08/2022","4.620","4.620","4.620","4.620","-0.22%"
"02/07/2022","4.630","4.630","4.630","4.630","0.00%"
"02/04/2022","4.630","4.630","4.630","4.630","0.00%"
"02/03/2022","4.630","4.630","4.630","4.630","5.47%"
"02/02/2022","4.390","4.390","4.390","4.390","1.39%"
"02/01/2022","4.330","4.330","4.330","4.330","0.23%"
"01/31/2022","4.320","4.320","4.320","4.320","0.00%"
"01/28/2022","4.320","4.320","4.320","4.320","0.00%"
"01/27/2022","4.320","4.320","4.320","4.320","2.13%"
"01/26/2022","4.230","4.230","4.230","4.230","3.17%"
"01/25/2022","4.100","4.100","4.100","4.100","0.00%"
"01/24/2022","4.100","4.100","4.100","4.100","0.00%"
"01/21/2022","4.100","4.100","4.100","4.100","-1.20%"
"01/20/2022","4.150","4.150","4.150","4.150","0.00%"
"01/19/2022","4.150","4.150","4.150","4.150","3.75%"
"01/18/2022","4.000","4.000","4.000","4.000","0.50%"
"01/17/2022","3.980","3.980","3.980","3.980","0.76%"
"01/14/2022","3.950","3.950","3.950","3.950","0.00%"
"01/13/2022","3.950","3.950","3.950","3.950","0.51%"
"01/12/2022","3.930","3.930","3.930","3.930","-2.72%"
"01/11/2022","4.040","4.040","4.040","4.040","-0.74%"
"01/10/2022","4.070","4.070","4.070","4.070","-0.73%"
"01/07/2022","4.100","4.100","4.100","4.100","-1.20%"
"01/06/2022","4.150","4.150","4.150","4.150","3.75%"
"01/05/2022","4.000","4.000","4.000","4.000","0.00%"
"01/04/2022","4.000","4.000","4.000","4.000","9.59%"
"01/03/2022","3.650","3.650","3.650","3.650","0.00%"
"12/30/2021","3.650","3.650","3.650","3.650","14.78%"
"12/29/2021","3.180","3.180","3.180","3.180","5.30%"
"12/28/2021","3.020","3.020","3.020","3.020","1.68%"
"12/27/2021","2.970","2.970","2.970","2.970","4.95%"
"12/23/2021","2.830","2.810","2.830","2.810","0.71%"
"12/22/2021","2.810","2.810","2.810","2.810","-0.71%"
"12/21/2021","2.830","2.830","2.830","2.830","-0.70%"
"12/20/2021","2.850","2.850","2.850","2.850","-5.32%"
"12/17/2021","3.010","3.010","3.010","3.010","-0.66%"
"12/16/2021","3.030","3.030","3.030","3.030","-1.94%"
"12/15/2021","3.090","3.090","3.090","3.090","3.69%"
"12/14/2021","2.980","2.980","2.980","2.980","-0.67%"
"12/13/2021","3.000","3.000","3.000","3.000","0.00%"
"12/10/2021","3.000","3.000","3.000","3.000","-1.32%"
"12/09/2021","3.040","3.040","3.040","3.040","-0.65%"
"12/08/2021","3.060","3.060","3.060","3.060","0.33%"
"12/07/2021","3.050","3.050","3.050","3.050","-0.65%"
"12/03/2021","3.070","3.070","3.070","3.070","0.00%"
"12/02/2021","3.070","3.070","3.070","3.070","0.66%"
"12/01/2021","3.050","3.050","3.050","3.050","0.33%"
"11/30/2021","3.040","3.040","3.040","3.040","0.00%"
"11/29/2021","3.040","3.040","3.040","3.040","0.00%"
"11/26/2021","3.040","3.040","3.040","3.040","-0.98%"
"11/25/2021","3.070","3.070","3.070","3.070","1.66%"
"11/24/2021","3.020","3.020","3.020","3.020","-0.33%"
"11/23/2021","3.030","3.030","3.030","3.030","2.36%"
"11/22/2021","2.960","2.960","2.960","2.960","3.86%"
"11/19/2021","2.850","2.850","2.850","2.850","0.35%"
"11/18/2021","2.840","2.840","2.840","2.840","2.53%"
"11/17/2021","2.770","2.770","2.770","2.770","-0.72%"
"11/16/2021","2.790","2.790","2.790","2.790","0.00%"
"11/15/2021","2.790","2.790","2.790","2.790","6.08%"
"11/12/2021","2.630","2.630","2.630","2.630","-0.38%"
"11/11/2021","2.640","2.640","2.640","2.640","32.00%"
"11/10/2021","2.000","2.000","2.000","2.000","8.11%"
"11/09/2021","1.850","1.850","1.850","1.850","2.21%"
"11/08/2021","1.810","1.810","1.810","1.810","0.00%"
"11/05/2021","1.810","1.810","1.810","1.810","2.26%"
"11/04/2021","1.770","1.770","1.770","1.770","0.00%"
"11/03/2021","1.770","1.770","1.770","1.770","0.00%"
"11/02/2021","1.770","1.770","1.770","1.770","0.00%"
"10/29/2021","1.770","1.770","1.770","1.770","0.00%"
"10/28/2021","1.770","1.770","1.770","1.770","9.94%"
"10/27/2021","1.610","1.610","1.610","1.610","0.00%"
"10/26/2021","1.610","1.610","1.610","1.610","0.00%"
"10/25/2021","1.610","1.610","1.610","1.610","0.00%"
"10/22/2021","1.610","1.610","1.610","1.610","0.00%"
"10/21/2021","1.610","1.610","1.610","1.610","0.00%"
"10/20/2021","1.610","1.610","1.610","1.610","0.62%"
"10/19/2021","1.600","1.600","1.600","1.600","1.91%"
"10/18/2021","1.570","1.570","1.570","1.570","-0.63%"
"10/15/2021","1.580","1.580","1.580","1.580","0.64%"
"10/14/2021","1.570","1.570","1.570","1.570","-0.63%"
"10/13/2021","1.580","1.580","1.580","1.580","0.00%"
"10/12/2021","1.580","1.580","1.580","1.580","0.64%"
"10/11/2021","1.570","1.570","1.570","1.570","0.00%"
"10/08/2021","1.570","1.570","1.570","1.570","0.64%"
"10/07/2021","1.560","1.560","1.560","1.560","-4.88%"
"10/06/2021","1.640","1.640","1.640","1.640","0.00%"
"10/05/2021","1.640","1.640","1.640","1.640","-0.61%"
"10/04/2021","1.650","1.650","1.650","1.650","3.77%"
"10/01/2021","1.590","1.590","1.590","1.590","0.63%"
"09/30/2021","1.580","1.580","1.580","1.580","-0.63%"
"09/29/2021","1.590","1.590","1.590","1.590","0.00%"
"09/28/2021","1.590","1.590","1.590","1.590","1.27%"
"09/27/2021","1.570","1.570","1.570","1.570","0.00%"
"09/24/2021","1.570","1.570","1.570","1.570","0.00%"
"09/23/2021","1.570","1.570","1.570","1.570","0.64%"
"09/22/2021","1.560","1.560","1.560","1.560","-0.64%"
"09/21/2021","1.570","1.570","1.570","1.570","0.00%"
"09/20/2021","1.570","1.570","1.570","1.570","0.00%"
"09/17/2021","1.570","1.570","1.570","1.570","0.64%"
"09/16/2021","1.560","1.560","1.560","1.560","0.65%"
"09/15/2021","1.550","1.550","1.550","1.550","-0.64%"
"09/14/2021","1.560","1.560","1.560","1.560","0.00%"
